"Level of Financial Aid Need"
"LOW"
"LOW"
"NO NEED"
"NO NEED"
"MEDIUM"
"MEDIUM"
"LOW"
"NO NEED"
"LOW"
"NO NEED"
"MEDIUM"
"MEDIUM"
"NO NEED"
"NO NEED"
"HIGH"
"LOW"
"LOW"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"MEDIUM"
"HIGH"
"NO NEED"
"HIGH"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"MEDIUM"
"NO NEED"
"NO NEED"
"MEDIUM"
"LOW"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"MEDIUM"
"NO NEED"
"HIGH"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"MEDIUM"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"LOW"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"MEDIUM"
"MEDIUM"
"NO NEED"
"LOW"
"LOW"
"LOW"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"LOW"
"NO NEED"
"LOW"
"NO NEED"
"LOW"
"LOW"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"HIGH"
"NO NEED"
"MEDIUM"
"NO NEED"
"MEDIUM"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"LOW"
"LOW"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"LOW"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"HIGH"
"HIGH"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"MEDIUM"
"NO NEED"
"HIGH"
"NO NEED"
"HIGH"
"HIGH"
"LOW"
"NO NEED"
"MEDIUM"
"NO NEED"
"MEDIUM"
"HIGH"
"NO NEED"
"LOW"
"NO NEED"
"LOW"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"MEDIUM"
"NO NEED"
"MEDIUM"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"NO NEED"
"HIGH"
"HIGH"
"NO NEED"
"LOW"
"MEDIUM"
"NO NEED"
"NO NEED"
"HIGH"
